condition,memory_type,description,importance,created_at,last_accessed,categories
destructive_witnessed,reflection,"Emma's engagement in activities like drawing, playing with Luna, and reading suggests that she has developed strategies to manage stress and conflict.",7.0,45.0,45.0,['conflict']
destructive_witnessed,reflection,**Insight 5:** Emma values family time and has a strong relationship with her parents.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"The consistency of Emma's daily routine, as well as the statements about her relationships with her parents, indicate that she prioritizes her family relationships and values their support.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,45.0,45.0,[]
destructive_witnessed,reflection,**Insight 1:** Emma's family life is marked by conflict and tension.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"This insight is supported by statement 4, which mentions a ""high level of conflict and tension"" in the Miller family.",7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,**Insight 2:** Emma's parents are involved in her life and provide support for her daily activities.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"This insight is supported by statements 3 and 12, which describe Emma's daily life as involving ""structure and stability provided by her parents"" and that they ""are involved in her life and provide support for her daily activities"".",7.0,45.0,46.0,['family']
destructive_witnessed,reflection,**Insight 3:** The Miller family faces financial difficulties.,7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"This insight is supported by statement 15, which mentions that the family ""faces financial difficulties"".",7.0,45.0,46.0,['family']
destructive_witnessed,reflection,"**Insight 4:** Emma values stability, security, and routine in her life, and prioritizes her relationships with her parents.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,"This insight is supported by statements 6 and 11, which describe Emma's desire for a stable family environment and her strong relationship with her family.",7.0,45.0,45.0,['family']
destructive_witnessed,reflection,**Insight 5:** Emma can be sensitive to the emotional dynamics in her family and may feel affected by their conflicts.,7.0,45.0,45.0,"['conflict', 'family']"
destructive_witnessed,reflection,"This insight is supported by statements 1, 9, and 10, which describe Emma's emotional reaction to her parents' arguments and her desire for a calm and peaceful environment.",7.0,45.0,45.0,"['emotion_positive', 'family', 'resolution']"
destructive_witnessed,plan,"Revised plan from 21:00: I think I'll just go to my room and try to calm down. I don't feel like doing anything fun right now because Mom and Dad were arguing again. They said some really loud words at each other, and it scared me.; For tonight, I think I'll:; * Go to bed early (earlier than usual) so that the fighting is over for the day; * Try to get out of my thoughts about the argument by reading a book or listening to music in my room; I don't feel like doing anything else because everything feels sad and scary right now.",6.5,45.0,45.0,"['conflict', 'emotion_negative', 'emotion_positive', 'family', 'coping', 'resolution']"
destructive_involved,observation,Emma Miller is a 10-year-old in 5th grade at Riverside Elementary,4.0,0.0,18.0,[]
destructive_involved,observation,Emma's parents are Sarah and David Miller,1.0,0.0,18.0,['family']
destructive_involved,observation,she likes her family as it is cohesive and her parents are there for her,8.0,0.0,21.0,['family']
destructive_involved,observation,Emma Miller moved from None to child_bedroom,3.0,0.0,18.0,['coping']
destructive_involved,plan,"Daily plan for Monday, 7:00 AM: Wake up early so I can help Mom with breakfast before school! We always have pancakes on Mondays, and I love helping her mix the batter and flipping them on the griddle. After breakfast, we'll get my backpack ready for the day and head out the door to catch the bus. I hope it's a good day at school... I have a math test in Mrs. Johnson's class that I'm a little nervous about!",6.0,7.0,18.0,"['emotion_negative', 'emotion_positive', 'family']"
destructive_involved,observation,Emma Miller moved from child_bedroom to living_room,2.0,18.0,18.0,['coping']
destructive_involved,observation,Witnessed parents having a destructive disagreement about extended family,8.0,18.0,22.0,['family']
destructive_involved,reflection,Here are 5 high-level insights that can be inferred from the statements:,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma values her family relationships**,7.0,18.0,21.0,['family']
destructive_involved,reflection,**Emma enjoys helping out around the house**,7.0,18.0,22.0,['emotion_positive']
destructive_involved,reflection,**Emma is a responsible student**,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma is going through a transition from childhood to pre-teen years**,7.0,18.0,21.0,[]
destructive_involved,reflection,**The Miller family values routine and structure**,7.0,18.0,18.0,['family']
destructive_involved,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma is a responsible and mature young girl**,7.0,18.0,18.0,[]
destructive_involved,reflection,**The Miller family values routine and structure**,7.0,18.0,18.0,['family']
destructive_involved,reflection,**Emma enjoys helping out around the house**,7.0,18.0,21.0,['emotion_positive']
destructive_involved,reflection,**Emma values her relationship with her parents**,7.0,18.0,21.0,['family']
destructive_involved,reflection,**Emma is navigating a significant life change as she enters pre-teen years**,7.0,18.0,22.0,[]
destructive_involved,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma is a responsible and mature young girl**,7.0,18.0,18.0,[]
destructive_involved,reflection,The Miller family values routine and structure,7.0,18.0,18.0,['family']
destructive_involved,reflection,**Emma enjoys helping out around the house**,7.0,18.0,18.0,['emotion_positive']
destructive_involved,reflection,**Emma values her relationship with her parents**,7.0,18.0,21.0,['family']
destructive_involved,reflection,**Emma is navigating a significant life change as she enters pre-teen years**,7.0,18.0,22.0,[]
destructive_involved,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma is a responsible and caring member of her family**,7.0,18.0,21.0,['family']
destructive_involved,reflection,**The Miller family values routine and structure**,7.0,18.0,18.0,['family']
destructive_involved,reflection,**Emma is experiencing some level of stress or anxiety related to pre-teen life changes**,7.0,18.0,22.0,[]
destructive_involved,reflection,**The Miller family's relationships are not entirely positive**,7.0,18.0,22.0,['family']
destructive_involved,reflection,**Emma values her relationship with her parents and enjoys spending time with them**,7.0,18.0,22.0,"['emotion_positive', 'family']"
destructive_involved,observation,Saw Sarah Miller and David Miller looking angry and upset during the argument,6.0,18.0,18.0,"['conflict', 'family']"
destructive_involved,observation,"Heard Sarah Miller say: ""David, how can you possibly dismiss Emma's feelings when you've consistently sho""",8.0,18.0,22.0,['family']
destructive_involved,observation,"Heard David Miller say: ""You're still bringing up that incident from two years ago, Sarah? Can't you just""",3.0,18.0,18.0,['family']
destructive_involved,observation,"Heard Sarah Miller say: ""(firmly) David, how can you justify making fun of Emma's computer design project""",5.0,18.0,21.0,['family']
destructive_involved,reflection,Here are the 5 high-level insights that can be inferred from the statements:,7.0,18.0,22.0,[]
destructive_involved,reflection,**Emma is a responsible and caring member of her family**,7.0,18.0,21.0,['family']
destructive_involved,reflection,* Emma enjoys helping out around the house and takes initiative in doing chores.,7.0,18.0,999999.0,['emotion_positive']
destructive_involved,reflection,* She helps with breakfast on Mondays and is concerned about doing well in school.,7.0,18.0,18.0,[]
destructive_involved,reflection,**The Miller family values routine and structure**,7.0,18.0,18.0,['family']
destructive_involved,reflection,"* The family has a daily plan for Monday morning, indicating a sense of organization and predictability.",7.0,18.0,21.0,['family']
